class,kind,type,qualifier,severity,line,procedure,procedure_id,file,trace,key,qualifier_tags,hash,bug_id,always_report,advice
PROVER,ERROR,RESOURCE_LEAK," resource of type `java.io.InputStreamReader` acquired by call to `new()` at line 10 is not released after line 20",HIGH,20,"void ReadLineTest.main(java.lang.String[])","java.npe.ReadLineTest.main(java.lang.String[]):void.f26ad3395ae7f3536b201d36f5f1eab5",src/main/java/java/npe/ReadLineTest.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":8,""column_number"":-1,""description"":""start of procedure main(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void ReadLineTest.main(java.lang.String[])""},{""tag"":""name_id"",""value"":""java.npe.ReadLineTest.main(java.lang.String[]):void.f26ad3395ae7f3536b201d36f5f1eab5""}]},{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":10,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":12,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":13,""column_number"":-1,""description"":""Skipping println(...): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":15,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":16,""column_number"":-1,""description"":""Skipping println(...): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":18,""column_number"":-1,""description"":""Skipping println(...): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":20,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","440267133","<qualifier_tags><line>20</line><call_procedure>new()</call_procedure><call_line>10</call_line></qualifier_tags>","722155041","11","false",""
PROVER,ERROR,RESOURCE_LEAK," resource of type `java.io.InputStreamReader` acquired by call to `new()` at line 10 is not released after line 21",HIGH,21,"void ReadLineTest.main(java.lang.String[])","java.npe.ReadLineTest.main(java.lang.String[]):void.f26ad3395ae7f3536b201d36f5f1eab5",src/main/java/java/npe/ReadLineTest.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":8,""column_number"":-1,""description"":""start of procedure main(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void ReadLineTest.main(java.lang.String[])""},{""tag"":""name_id"",""value"":""java.npe.ReadLineTest.main(java.lang.String[]):void.f26ad3395ae7f3536b201d36f5f1eab5""}]},{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":10,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":12,""column_number"":-1,""description"":""exception java.io.IOException"",""node_tags"":[{""tag"":""name"",""value"":""java.io.IOException""},{""tag"":""kind"",""value"":""exception""}]},{""level"":0,""filename"":""src/main/java/java/npe/ReadLineTest.java"",""line_number"":21,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","485969742","<qualifier_tags><line>21</line><call_procedure>new()</call_procedure><call_line>10</call_line></qualifier_tags>","675186572","12","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `out` last assigned on line 11 could be null and is dereferenced at line 27",HIGH,27,"void ErrorInFinallyClause.copy(String,String)","java.npe.ErrorInFinallyClause.copy(java.lang.String,java.lang.String):void.2afd7872ff9b3f59889f57cf9dd59ba9",src/main/java/java/npe/ErrorInFinallyClause.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":9,""column_number"":-1,""description"":""start of procedure copy(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void ErrorInFinallyClause.copy(String,String)""},{""tag"":""name_id"",""value"":""java.npe.ErrorInFinallyClause.copy(java.lang.String,java.lang.String):void.2afd7872ff9b3f59889f57cf9dd59ba9""}]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":10,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":11,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":13,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":14,""column_number"":-1,""description"":""exception java.io.FileNotFoundException"",""node_tags"":[{""tag"":""name"",""value"":""java.io.FileNotFoundException""},{""tag"":""kind"",""value"":""exception""}]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":25,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":27,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","1059532009","<qualifier_tags><bucket>B1</bucket><line>27</line><assigned_line>11</assigned_line><value>out</value></qualifier_tags>","421588731","13","false",""
PROVER,ERROR,RESOURCE_LEAK," resource of type `java.io.FileOutputStream` acquired to `out` by call to `FileOutputStream(...)` at line 14 is not released after line 31",HIGH,31,"void ErrorInFinallyClause.copy(String,String)","java.npe.ErrorInFinallyClause.copy(java.lang.String,java.lang.String):void.2afd7872ff9b3f59889f57cf9dd59ba9",src/main/java/java/npe/ErrorInFinallyClause.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":9,""column_number"":-1,""description"":""start of procedure copy(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void ErrorInFinallyClause.copy(String,String)""},{""tag"":""name_id"",""value"":""java.npe.ErrorInFinallyClause.copy(java.lang.String,java.lang.String):void.2afd7872ff9b3f59889f57cf9dd59ba9""}]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":10,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":11,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":13,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":14,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":15,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":18,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":19,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":25,""column_number"":-1,""description"":""exception java.io.IOException"",""node_tags"":[{""tag"":""name"",""value"":""java.io.IOException""},{""tag"":""kind"",""value"":""exception""}]},{""level"":0,""filename"":""src/main/java/java/npe/ErrorInFinallyClause.java"",""line_number"":31,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","485969742","<qualifier_tags><line>31</line><call_procedure>FileOutputStream(...)</call_procedure><call_line>14</call_line><value>out</value></qualifier_tags>","627815770","14","false",""
PROVER,ERROR,RESOURCE_LEAK," resource of type `java.io.FileInputStream` acquired to `in` by call to `FileInputStream(...)` at line 12 is not released after line 19",HIGH,19,"int NullDeref8.foo(String)","java.npe.NullDeref8.foo(java.lang.String):int.a9d922e3cc4b56f37c8e9b5d046ae2dc",src/main/java/java/npe/NullDeref8.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/NullDeref8.java"",""line_number"":9,""column_number"":-1,""description"":""start of procedure foo(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int NullDeref8.foo(String)""},{""tag"":""name_id"",""value"":""java.npe.NullDeref8.foo(java.lang.String):int.a9d922e3cc4b56f37c8e9b5d046ae2dc""}]},{""level"":0,""filename"":""src/main/java/java/npe/NullDeref8.java"",""line_number"":10,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/NullDeref8.java"",""line_number"":12,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/NullDeref8.java"",""line_number"":14,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/NullDeref8.java"",""line_number"":19,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","263407209","<qualifier_tags><line>19</line><call_procedure>FileInputStream(...)</call_procedure><call_line>12</call_line><value>in</value></qualifier_tags>","580965193","15","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `null` could be null and is dereferenced by call to `f(...)` at line 10",HIGH,10,"int ParameterNumberingTest.g()","java.npe.ParameterNumberingTest.g():int.9cf20a34d27c6ab2ef767af30a649981",src/main/java/java/npe/ParameterNumberingTest.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/ParameterNumberingTest.java"",""line_number"":9,""column_number"":-1,""description"":""start of procedure g()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int ParameterNumberingTest.g()""},{""tag"":""name_id"",""value"":""java.npe.ParameterNumberingTest.g():int.9cf20a34d27c6ab2ef767af30a649981""}]},{""level"":0,""filename"":""src/main/java/java/npe/ParameterNumberingTest.java"",""line_number"":10,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""src/main/java/java/npe/ParameterNumberingTest.java"",""line_number"":5,""column_number"":-1,""description"":""start of procedure f(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int ParameterNumberingTest.f(Object)""},{""tag"":""name_id"",""value"":""java.npe.ParameterNumberingTest.f(java.lang.Object):int.b1915d3f81bdeb1a8518e63bac3467ce""}]},{""level"":1,""filename"":""src/main/java/java/npe/ParameterNumberingTest.java"",""line_number"":6,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","669977320","<qualifier_tags><bucket>B1</bucket><line>10</line><value>null</value><call_procedure>f(...)</call_procedure></qualifier_tags>","572230889","16","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 14 could be null and is dereferenced at line 18",HIGH,18,"void DoomedNullDereference.doomed(boolean)","java.npe.DoomedNullDereference.doomed(boolean):void.3d5358dd7d362dbd045d7e05c71c74ca",src/main/java/java/npe/DoomedNullDereference.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/DoomedNullDereference.java"",""line_number"":13,""column_number"":-1,""description"":""start of procedure doomed(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void DoomedNullDereference.doomed(boolean)""},{""tag"":""name_id"",""value"":""java.npe.DoomedNullDereference.doomed(boolean):void.3d5358dd7d362dbd045d7e05c71c74ca""}]},{""level"":0,""filename"":""src/main/java/java/npe/DoomedNullDereference.java"",""line_number"":14,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/DoomedNullDereference.java"",""line_number"":15,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/DoomedNullDereference.java"",""line_number"":18,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","1017770214","<qualifier_tags><bucket>B1</bucket><line>18</line><assigned_line>14</assigned_line><value>o</value></qualifier_tags>","1032735673","17","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `values` last assigned on line 15 could be null and is dereferenced at line 21",HIGH,21,"java.lang.Object[] JXPathMetaModuleExample.getCollectionAsArray(Collection)","java.npe.JXPathMetaModuleExample.getCollectionAsArray(java.util.Collection):java.lang.Object[].a5155be75707236358118f1474974ba2",src/main/java/java/npe/JXPathMetaModuleExample.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/JXPathMetaModuleExample.java"",""line_number"":14,""column_number"":-1,""description"":""start of procedure getCollectionAsArray(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""java.lang.Object[] JXPathMetaModuleExample.getCollectionAsArray(Collection)""},{""tag"":""name_id"",""value"":""java.npe.JXPathMetaModuleExample.getCollectionAsArray(java.util.Collection):java.lang.Object[].a5155be75707236358118f1474974ba2""}]},{""level"":0,""filename"":""src/main/java/java/npe/JXPathMetaModuleExample.java"",""line_number"":15,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/JXPathMetaModuleExample.java"",""line_number"":16,""column_number"":-1,""description"":""Skipping iterator(): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/JXPathMetaModuleExample.java"",""line_number"":17,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/JXPathMetaModuleExample.java"",""line_number"":20,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/JXPathMetaModuleExample.java"",""line_number"":21,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","450426619","<qualifier_tags><bucket>B1</bucket><line>21</line><assigned_line>15</assigned_line><value>values</value></qualifier_tags>","14854231","18","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `x` last assigned on line 16 could be null and is dereferenced at line 24",HIGH,24,"int IdentifyCorrectBranchPlease.f(boolean,boolean)","java.npe.IdentifyCorrectBranchPlease.f(boolean,boolean):int.0cf8a9bdb30a31b47c482fc3cb8010f3",src/main/java/java/npe/IdentifyCorrectBranchPlease.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/IdentifyCorrectBranchPlease.java"",""line_number"":15,""column_number"":-1,""description"":""start of procedure f(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int IdentifyCorrectBranchPlease.f(boolean,boolean)""},{""tag"":""name_id"",""value"":""java.npe.IdentifyCorrectBranchPlease.f(boolean,boolean):int.0cf8a9bdb30a31b47c482fc3cb8010f3""}]},{""level"":0,""filename"":""src/main/java/java/npe/IdentifyCorrectBranchPlease.java"",""line_number"":16,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/IdentifyCorrectBranchPlease.java"",""line_number"":17,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/IdentifyCorrectBranchPlease.java"",""line_number"":20,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/IdentifyCorrectBranchPlease.java"",""line_number"":22,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/IdentifyCorrectBranchPlease.java"",""line_number"":24,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","263407209","<qualifier_tags><bucket>B1</bucket><line>24</line><assigned_line>16</assigned_line><value>x</value></qualifier_tags>","679070352","19","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 25 could be null and is dereferenced at line 26",HIGH,26,"void EclipseNullReferenceTestCases$Report1$X.foo()","java.npe.EclipseNullReferenceTestCases$Report1$X.foo():void.b73af5f6bc96e93094c60d655a38fb17",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":24,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report1$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report1$X.foo():void.b73af5f6bc96e93094c60d655a38fb17""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":25,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":26,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","258590893","<qualifier_tags><bucket>B1</bucket><line>26</line><assigned_line>25</assigned_line><value>o</value></qualifier_tags>","899531205","20","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `xAsString` last assigned on line 31 could be null and is dereferenced at line 42",HIGH,42,"String GuaranteedDereference.test3Report(Object)","java.npe.GuaranteedDereference.test3Report(java.lang.Object):java.lang.String.ad996302709ad116dae3c146e6b46526",src/main/java/java/npe/GuaranteedDereference.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":28,""column_number"":-1,""description"":""start of procedure test3Report(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""String GuaranteedDereference.test3Report(Object)""},{""tag"":""name_id"",""value"":""java.npe.GuaranteedDereference.test3Report(java.lang.Object):java.lang.String.ad996302709ad116dae3c146e6b46526""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":29,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":30,""column_number"":-1,""description"":""Skipping StringBuffer(): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":31,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":32,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":34,""column_number"":-1,""description"":""Skipping append(...): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":35,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":37,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":38,""column_number"":-1,""description"":""Skipping append(...): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":41,""column_number"":-1,""description"":""Skipping append(...): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":42,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","894341915","<qualifier_tags><bucket>B1</bucket><line>42</line><assigned_line>31</assigned_line><value>xAsString</value></qualifier_tags>","442607062","21","false",""
